lat;lon;U;V
55.3;19.76;-5.86;3.65
55.31;19.76;-5.83;3.66
55.32;19.76;-5.81;3.67
55.33;19.76;-5.8;3.67
55.33;19.76;-5.81;3.67
55.34;19.76;-5.82;3.67
55.35;19.76;-5.85;3.65
55.36;19.76;-5.9;3.63
55.37;19.76;-5.96;3.59
55.38;19.76;-6.03;3.54
55.39;19.76;-6.11;3.47
55.4;19.76;-6.2;3.37
55.41;19.76;-6.29;3.24
55.42;19.76;-6.38;3.07
55.42;19.76;-6.45;2.84
55.43;19.76;-6.46;2.55
55.44;19.76;-6.38;2.18
55.45;19.76;-6.1;1.71
55.46;19.76;-5.41;1.12
54.55;19.78;-4.28;0.65
54.56;19.78;-8.72;1.41
54.57;19.78;-8.11;1.54
54.58;19.78;-8.59;1.63
54.59;19.78;-8.75;1.77
54.6;19.78;-8.78;1.9
54.61;19.78;-8.81;2.01
54.61;19.78;-8.82;2.12
54.62;19.78;-8.8;2.22
54.63;19.78;-8.78;2.31
54.64;19.78;-8.76;2.39
54.65;19.78;-8.72;2.48
54.66;19.78;-8.68;2.56
54.67;19.78;-8.65;2.62
54.68;19.78;-8.61;2.68
54.69;19.78;-8.57;2.73
54.7;19.78;-8.53;2.76
54.7;19.78;-8.49;2.79
54.71;19.78;-8.45;2.81
54.72;19.78;-8.41;2.82
54.73;19.78;-8.37;2.83
54.74;19.78;-8.32;2.85
54.75;19.78;-8.28;2.87
54.76;19.78;-8.23;2.89
54.77;19.78;-8.18;2.9
54.78;19.78;-8.13;2.92
54.79;19.78;-8.09;2.94
54.79;19.78;-8.03;2.96
54.8;19.78;-7.98;2.98
54.81;19.78;-7.91;3.02
54.82;19.78;-7.85;3.05
54.83;19.78;-7.78;3.09
54.84;19.78;-7.72;3.13
54.85;19.78;-7.66;3.17
54.86;19.78;-7.61;3.2
54.87;19.78;-7.57;3.23
54.88;19.78;-7.53;3.25
54.88;19.78;-7.49;3.27
54.89;19.78;-7.46;3.28
54.9;19.78;-7.43;3.3
54.91;19.78;-7.4;3.31
54.92;19.78;-7.38;3.32
54.93;19.78;-7.36;3.32
54.94;19.78;-7.34;3.32
54.95;19.78;-7.3;3.33
54.96;19.78;-7.25;3.34
54.97;19.78;-7.2;3.36
54.97;19.78;-7.14;3.38
54.98;19.78;-7.07;3.41
54.99;19.78;-6.99;3.45
55;19.78;-6.91;3.48
55.01;19.78;-6.84;3.52
55.02;19.78;-6.76;3.55
55.03;19.78;-6.69;3.58
55.04;19.78;-6.62;3.61
55.05;19.78;-6.57;3.62
55.06;19.78;-6.53;3.63
55.06;19.78;-6.51;3.64
55.07;19.78;-6.49;3.63
55.08;19.78;-6.48;3.62
55.09;19.78;-6.46;3.61
55.1;19.78;-6.45;3.6
55.11;19.78;-6.44;3.59
55.12;19.78;-6.42;3.58
55.13;19.78;-6.4;3.57
55.14;19.78;-6.38;3.56
55.15;19.78;-6.36;3.55
55.15;19.78;-6.34;3.54
55.16;19.78;-6.32;3.54
55.17;19.78;-6.31;3.53
55.18;19.78;-6.29;3.53
55.19;19.78;-6.28;3.52
55.2;19.78;-6.26;3.52
55.21;19.78;-6.24;3.52
55.22;19.78;-6.22;3.52
55.23;19.78;-6.2;3.53
55.24;19.78;-6.17;3.53
55.24;19.78;-6.14;3.55
55.25;19.78;-6.1;3.56
55.26;19.78;-6.06;3.57
55.27;19.78;-6.02;3.59
55.28;19.78;-5.98;3.61
55.29;19.78;-5.93;3.62
55.3;19.78;-5.9;3.64
55.31;19.78;-5.87;3.65
55.32;19.78;-5.84;3.66
55.33;19.78;-5.83;3.67
55.33;19.78;-5.83;3.67
55.34;19.78;-5.85;3.66
55.35;19.78;-5.88;3.65
55.36;19.78;-5.92;3.63
55.37;19.78;-5.98;3.59
55.38;19.78;-6.05;3.54
55.39;19.78;-6.13;3.47
55.4;19.78;-6.22;3.37
55.41;19.78;-6.31;3.24
55.42;19.78;-6.4;3.07
55.42;19.78;-6.46;2.84
55.43;19.78;-6.48;2.55
55.44;19.78;-6.4;2.18
55.45;19.78;-6.11;1.71
55.46;19.78;-5.43;1.12
54.56;19.79;-4.33;0.55
54.57;19.79;-3.82;1.35
54.58;19.79;-8.16;1.57
54.59;19.79;-8.62;1.62
54.6;19.79;-8.62;1.73
54.61;19.79;-8.75;1.82
54.61;19.79;-8.82;1.93
54.62;19.79;-8.84;2.04
54.63;19.79;-8.84;2.14
54.64;19.79;-8.82;2.24
54.65;19.79;-8.79;2.33
54.66;19.79;-8.76;2.42
54.67;19.79;-8.73;2.5
54.68;19.79;-8.69;2.58
54.69;19.79;-8.65;2.64
54.7;19.79;-8.6;2.7
54.7;19.79;-8.55;2.75
54.71;19.79;-8.51;2.78
54.72;19.79;-8.47;2.79
54.73;19.79;-8.44;2.8
54.74;19.79;-8.4;2.82
54.75;19.79;-8.35;2.84
54.76;19.79;-8.31;2.86
54.77;19.79;-8.27;2.87
54.78;19.79;-8.23;2.88
54.79;19.79;-8.19;2.89
54.79;19.79;-8.15;2.91
54.8;19.79;-8.1;2.92
54.81;19.79;-8.05;2.94
54.82;19.79;-7.99;2.97
54.83;19.79;-7.93;3
54.84;19.79;-7.87;3.03
54.85;19.79;-7.82;3.06
54.86;19.79;-7.76;3.09
54.87;19.79;-7.72;3.12
54.88;19.79;-7.67;3.15
54.88;19.79;-7.64;3.18
54.89;19.79;-7.61;3.2
54.9;19.79;-7.57;3.22
54.91;19.79;-7.54;3.24
54.92;19.79;-7.51;3.26
54.93;19.79;-7.48;3.27
54.94;19.79;-7.45;3.28
54.95;19.79;-7.42;3.29
54.96;19.79;-7.37;3.31
54.97;19.79;-7.31;3.33
54.97;19.79;-7.25;3.35
54.98;19.79;-7.17;3.38
54.99;19.79;-7.09;3.41
55;19.79;-7.01;3.45
55.01;19.79;-6.93;3.49
55.02;19.79;-6.84;3.52
55.03;19.79;-6.77;3.55
55.04;19.79;-6.7;3.58
55.05;19.79;-6.64;3.6
55.06;19.79;-6.59;3.62
55.06;19.79;-6.55;3.63
55.07;19.79;-6.52;3.63
55.08;19.79;-6.49;3.63
55.09;19.79;-6.48;3.62
55.1;19.79;-6.46;3.61
55.11;19.79;-6.45;3.6
55.12;19.79;-6.43;3.58
55.13;19.79;-6.42;3.57
55.14;19.79;-6.4;3.56
55.15;19.79;-6.39;3.55
55.15;19.79;-6.37;3.54
55.16;19.79;-6.36;3.53
55.17;19.79;-6.35;3.53
55.18;19.79;-6.34;3.52
55.19;19.79;-6.33;3.51
55.2;19.79;-6.31;3.51
55.21;19.79;-6.3;3.51
55.22;19.79;-6.28;3.5
55.23;19.79;-6.26;3.51
55.24;19.79;-6.23;3.51
55.24;19.79;-6.2;3.53
55.25;19.79;-6.16;3.54
55.26;19.79;-6.12;3.56
55.27;19.79;-6.07;3.58
55.28;19.79;-6.02;3.6
55.29;19.79;-5.98;3.61
55.3;19.79;-5.93;3.63
55.31;19.79;-5.9;3.65
55.32;19.79;-5.88;3.66
55.33;19.79;-5.86;3.67
55.33;19.79;-5.86;3.67
55.34;19.79;-5.87;3.66
55.35;19.79;-5.9;3.65
55.36;19.79;-5.94;3.62
55.37;19.79;-6;3.59
55.38;19.79;-6.07;3.53
55.39;19.79;-6.15;3.46
55.4;19.79;-6.24;3.37
55.41;19.79;-6.33;3.24
55.42;19.79;-6.42;3.06
55.42;19.79;-6.48;2.84
55.43;19.79;-6.5;2.55
55.44;19.79;-6.41;2.18
55.45;19.79;-6.13;1.71
55.46;19.79;-5.45;1.12
54.58;19.81;-3.92;0.63
54.59;19.81;-8.37;1.39
54.6;19.81;-7.95;1.52
54.61;19.81;-8.54;1.6
54.61;19.81;-8.75;1.75
54.62;19.81;-8.79;1.87
54.63;19.81;-8.83;1.98
54.64;19.81;-8.83;2.08
54.65;19.81;-8.82;2.17
54.66;19.81;-8.82;2.26
54.67;19.81;-8.8;2.36
54.68;19.81;-8.77;2.45
54.69;19.81;-8.72;2.54
54.7;19.81;-8.67;2.61
54.7;19.81;-8.61;2.68
54.71;19.81;-8.56;2.73
54.72;19.81;-8.52;2.75
54.73;19.81;-8.49;2.77
54.74;19.81;-8.46;2.79
54.75;19.81;-8.42;2.8
54.76;19.81;-8.39;2.82
54.77;19.81;-8.35;2.83
54.78;19.81;-8.32;2.84
54.79;19.81;-8.28;2.85
54.79;19.81;-8.25;2.86
54.8;19.81;-8.21;2.86
54.81;19.81;-8.16;2.87
54.82;19.81;-8.11;2.89
54.83;19.81;-8.06;2.91
54.84;19.81;-8.02;2.93
54.85;19.81;-7.97;2.95
54.86;19.81;-7.92;2.97
54.87;19.81;-7.88;3
54.88;19.81;-7.83;3.03
54.88;19.81;-7.79;3.07
54.89;19.81;-7.76;3.09
54.9;19.81;-7.72;3.12
54.91;19.81;-7.69;3.14
54.92;19.81;-7.65;3.17
54.93;19.81;-7.61;3.19
54.94;19.81;-7.58;3.22
54.95;19.81;-7.53;3.24
54.96;19.81;-7.48;3.26
54.97;19.81;-7.42;3.29
54.97;19.81;-7.35;3.32
54.98;19.81;-7.28;3.35
54.99;19.81;-7.2;3.38
55;19.81;-7.11;3.41
55.01;19.81;-7.02;3.45
55.02;19.81;-6.94;3.48
55.03;19.81;-6.85;3.51
55.04;19.81;-6.78;3.54
55.05;19.81;-6.71;3.57
55.06;19.81;-6.65;3.59
55.06;19.81;-6.6;3.61
55.07;19.81;-6.56;3.62
55.08;19.81;-6.53;3.62
55.09;19.81;-6.5;3.62
55.1;19.81;-6.48;3.61
55.11;19.81;-6.46;3.6
55.12;19.81;-6.45;3.58
55.13;19.81;-6.44;3.57
55.14;19.81;-6.43;3.56
55.15;19.81;-6.42;3.55
55.15;19.81;-6.41;3.54
55.16;19.81;-6.4;3.53
55.17;19.81;-6.39;3.52
55.18;19.81;-6.38;3.52
55.19;19.81;-6.37;3.51
55.2;19.81;-6.36;3.5
55.21;19.81;-6.35;3.5
55.22;19.81;-6.34;3.49
55.23;19.81;-6.32;3.49
55.24;19.81;-6.29;3.5
55.24;19.81;-6.26;3.51
55.25;19.81;-6.22;3.52
55.26;19.81;-6.17;3.54
55.27;19.81;-6.12;3.56
55.28;19.81;-6.07;3.58
55.29;19.81;-6.02;3.6
55.3;19.81;-5.98;3.62
55.31;19.81;-5.94;3.64
55.32;19.81;-5.91;3.65
55.33;19.81;-5.89;3.66
55.33;19.81;-5.89;3.66
55.34;19.81;-5.9;3.66
55.35;19.81;-5.93;3.64
55.36;19.81;-5.97;3.62
55.37;19.81;-6.03;3.58
55.38;19.81;-6.09;3.53
55.39;19.81;-6.17;3.46
55.4;19.81;-6.26;3.36
55.41;19.81;-6.35;3.23
55.42;19.81;-6.44;3.06
55.42;19.81;-6.5;2.84
55.43;19.81;-6.52;2.55
55.44;19.81;-6.43;2.18
55.45;19.81;-6.15;1.71
55.46;19.81;-5.47;1.12
54.59;19.82;-4.11;0.54
54.6;19.82;-3.71;1.34
54.61;19.82;-8.02;1.56
54.61;19.82;-8.54;1.59
54.62;19.82;-8.58;1.7
54.63;19.82;-8.73;1.8
54.64;19.82;-8.76;1.92
54.65;19.82;-8.77;2
54.66;19.82;-8.83;2.09
54.67;19.82;-8.85;2.2
54.68;19.82;-8.83;2.31
54.69;19.82;-8.79;2.41
54.7;19.82;-8.73;2.51
54.7;19.82;-8.66;2.59
54.71;19.82;-8.61;2.65
54.72;19.82;-8.56;2.7
54.73;19.82;-8.53;2.72
54.74;19.82;-8.5;2.74
54.75;19.82;-8.47;2.76
54.76;19.82;-8.45;2.77
54.77;19.82;-8.42;2.78
54.78;19.82;-8.39;2.8
54.79;19.82;-8.36;2.81
54.79;19.82;-8.33;2.81
54.8;19.82;-8.3;2.81
54.81;19.82;-8.27;2.8
54.82;19.82;-8.22;2.8
54.83;19.82;-8.18;2.81
54.84;19.82;-8.13;2.83
54.85;19.82;-8.1;2.84
54.86;19.82;-8.06;2.86
54.87;19.82;-8.03;2.88
54.88;19.82;-7.99;2.9
54.88;19.82;-7.95;2.93
54.89;19.82;-7.92;2.95
54.9;19.82;-7.89;2.97
54.91;19.82;-7.85;3
54.92;19.82;-7.8;3.04
54.93;19.82;-7.75;3.08
54.94;19.82;-7.71;3.12
54.95;19.82;-7.65;3.16
54.96;19.82;-7.6;3.21
54.97;19.82;-7.53;3.24
54.97;19.82;-7.46;3.28
54.98;19.82;-7.38;3.31
54.99;19.82;-7.3;3.34
55;19.82;-7.21;3.38
55.01;19.82;-7.12;3.41
55.02;19.82;-7.03;3.45
55.03;19.82;-6.95;3.48
55.04;19.82;-6.86;3.51
55.05;19.82;-6.79;3.54
55.06;19.82;-6.72;3.56
55.06;19.82;-6.66;3.58
55.07;19.82;-6.61;3.6
55.08;19.82;-6.57;3.6
55.09;19.82;-6.53;3.61
55.1;19.82;-6.51;3.6
55.11;19.82;-6.49;3.59
55.12;19.82;-6.47;3.58
55.13;19.82;-6.46;3.57
55.14;19.82;-6.45;3.56
55.15;19.82;-6.44;3.55
55.15;19.82;-6.44;3.54
55.16;19.82;-6.43;3.53
55.17;19.82;-6.42;3.52
55.18;19.82;-6.42;3.51
55.19;19.82;-6.41;3.51
55.2;19.82;-6.4;3.5
55.21;19.82;-6.4;3.49
55.22;19.82;-6.38;3.48
55.23;19.82;-6.37;3.48
55.24;19.82;-6.34;3.49
55.24;19.82;-6.31;3.49
55.25;19.82;-6.27;3.51
55.26;19.82;-6.22;3.53
55.27;19.82;-6.17;3.55
55.28;19.82;-6.12;3.57
55.29;19.82;-6.07;3.59
55.3;19.82;-6.02;3.61
55.31;19.82;-5.98;3.63
55.32;19.82;-5.95;3.64
55.33;19.82;-5.93;3.65
55.33;19.82;-5.92;3.66
55.34;19.82;-5.93;3.65
55.35;19.82;-5.96;3.64
55.36;19.82;-6;3.62
55.37;19.82;-6.05;3.58
55.38;19.82;-6.12;3.53
55.39;19.82;-6.2;3.46
55.4;19.82;-6.28;3.36
55.41;19.82;-6.38;3.23
55.42;19.82;-6.46;3.06
55.42;19.82;-6.52;2.84
55.43;19.82;-6.54;2.55
55.44;19.82;-6.45;2.18
55.45;19.82;-6.17;1.71
55.46;19.82;-5.48;1.12
54.61;19.84;-3.83;0.6
54.61;19.84;-8.13;1.34
54.62;19.84;-7.84;1.5
54.63;19.84;-8.5;1.62
54.64;19.84;-8.53;1.77
54.65;19.84;-8.54;1.83
54.66;19.84;-8.76;1.91
54.67;19.84;-8.87;2.04
54.68;19.84;-8.87;2.17
54.69;19.84;-8.83;2.28
54.7;19.84;-8.77;2.39
54.7;19.84;-8.7;2.48
54.71;19.84;-8.63;2.55
54.72;19.84;-8.59;2.6
54.73;19.84;-8.56;2.64
54.74;19.84;-8.53;2.67
54.75;19.84;-8.52;2.69
54.76;19.84;-8.5;2.7
54.77;19.84;-8.47;2.72
54.78;19.84;-8.45;2.74
54.79;19.84;-8.42;2.75
54.79;19.84;-8.4;2.76
54.8;19.84;-8.38;2.75
54.81;19.84;-8.35;2.74
54.82;19.84;-8.32;2.72
54.83;19.84;-8.28;2.71
54.84;19.84;-8.24;2.7
54.85;19.84;-8.2;2.72
54.86;19.84;-8.18;2.73
54.87;19.84;-8.15;2.75
54.88;19.84;-8.12;2.76
54.88;19.84;-8.09;2.78
54.89;19.84;-8.07;2.79
54.9;19.84;-8.05;2.81
54.91;19.84;-8.02;2.83
54.92;19.84;-7.97;2.87
54.93;19.84;-7.91;2.93
54.94;19.84;-7.86;3
54.95;19.84;-7.79;3.07
54.96;19.84;-7.71;3.14
54.97;19.84;-7.64;3.19
54.97;19.84;-7.56;3.23
54.98;19.84;-7.48;3.27
54.99;19.84;-7.4;3.31
55;19.84;-7.31;3.34
55.01;19.84;-7.22;3.38
55.02;19.84;-7.13;3.42
55.03;19.84;-7.04;3.45
55.04;19.84;-6.95;3.48
55.05;19.84;-6.86;3.51
55.06;19.84;-6.79;3.54
55.06;19.84;-6.72;3.56
55.07;19.84;-6.66;3.57
55.08;19.84;-6.61;3.59
55.09;19.84;-6.57;3.59
55.1;19.84;-6.54;3.59
55.11;19.84;-6.51;3.59
55.12;19.84;-6.5;3.58
55.13;19.84;-6.49;3.57
55.14;19.84;-6.48;3.56
55.15;19.84;-6.47;3.55
55.15;19.84;-6.46;3.54
55.16;19.84;-6.46;3.53
55.17;19.84;-6.45;3.52
55.18;19.84;-6.45;3.51
55.19;19.84;-6.45;3.5
55.2;19.84;-6.44;3.5
55.21;19.84;-6.43;3.49
55.22;19.84;-6.42;3.48
55.23;19.84;-6.41;3.48
55.24;19.84;-6.39;3.48
55.24;19.84;-6.36;3.48
55.25;19.84;-6.31;3.49
55.26;19.84;-6.27;3.51
55.27;19.84;-6.21;3.53
55.28;19.84;-6.16;3.55
55.29;19.84;-6.11;3.58
55.3;19.84;-6.06;3.6
55.31;19.84;-6.02;3.62
55.32;19.84;-5.99;3.63
55.33;19.84;-5.96;3.65
55.33;19.84;-5.95;3.65
55.34;19.84;-5.96;3.65
55.35;19.84;-5.98;3.64
55.36;19.84;-6.02;3.62
55.37;19.84;-6.08;3.58
55.38;19.84;-6.14;3.53
55.39;19.84;-6.22;3.46
55.4;19.84;-6.31;3.36
55.41;19.84;-6.4;3.23
55.42;19.84;-6.48;3.06
55.42;19.84;-6.54;2.84
55.43;19.84;-6.56;2.55
55.44;19.84;-6.47;2.18
55.45;19.84;-6.19;1.71
55.46;19.84;-5.5;1.12
54.61;19.85;-3.93;0.54
54.62;19.85;-3.63;1.37
54.63;19.85;-8.15;1.66
54.64;19.85;-7.81;1.68
54.65;19.85;-7.71;1.67
54.66;19.85;-8.58;1.74
54.67;19.85;-8.84;1.89
54.68;19.85;-8.86;2.02
54.69;19.85;-8.84;2.14
54.7;19.85;-8.77;2.25
54.7;19.85;-8.69;2.34
54.71;19.85;-8.62;2.41
54.72;19.85;-8.59;2.47
54.73;19.85;-8.58;2.52
54.74;19.85;-8.56;2.56
54.75;19.85;-8.55;2.59
54.76;19.85;-8.54;2.61
54.77;19.85;-8.52;2.63
54.78;19.85;-8.5;2.65
54.79;19.85;-8.48;2.67
54.79;19.85;-8.46;2.68
54.8;19.85;-8.44;2.68
54.81;19.85;-8.41;2.67
54.82;19.85;-8.38;2.66
54.83;19.85;-8.35;2.64
54.84;19.85;-8.32;2.6
54.85;19.85;-8.29;2.58
54.86;19.85;-8.27;2.58
54.87;19.85;-8.25;2.59
54.88;19.85;-8.23;2.59
54.88;19.85;-8.21;2.6
54.89;19.85;-8.21;2.61
54.9;19.85;-8.21;2.63
54.91;19.85;-8.19;2.65
54.92;19.85;-8.16;2.69
54.93;19.85;-8.1;2.77
54.94;19.85;-8.01;2.88
54.95;19.85;-7.92;2.97
54.96;19.85;-7.83;3.05
54.97;19.85;-7.75;3.12
54.97;19.85;-7.67;3.17
54.98;19.85;-7.58;3.22
54.99;19.85;-7.5;3.27
55;19.85;-7.41;3.32
55.01;19.85;-7.31;3.36
55.02;19.85;-7.22;3.39
55.03;19.85;-7.12;3.43
55.04;19.85;-7.03;3.46
55.05;19.85;-6.94;3.49
55.06;19.85;-6.86;3.51
55.06;19.85;-6.78;3.53
55.07;19.85;-6.72;3.55
55.08;19.85;-6.66;3.57
55.09;19.85;-6.61;3.58
55.1;19.85;-6.57;3.58
55.11;19.85;-6.54;3.58
55.12;19.85;-6.52;3.57
55.13;19.85;-6.51;3.57
55.14;19.85;-6.5;3.56
55.15;19.85;-6.5;3.55
55.15;19.85;-6.49;3.54
55.16;19.85;-6.49;3.53
55.17;19.85;-6.48;3.52
55.18;19.85;-6.48;3.51
55.19;19.85;-6.47;3.51
55.2;19.85;-6.47;3.5
55.21;19.85;-6.46;3.49
55.22;19.85;-6.46;3.48
55.23;19.85;-6.44;3.47
55.24;19.85;-6.42;3.47
55.24;19.85;-6.4;3.47
55.25;19.85;-6.36;3.48
55.26;19.85;-6.31;3.5
55.27;19.85;-6.26;3.52
55.28;19.85;-6.21;3.54
55.29;19.85;-6.16;3.56
55.3;19.85;-6.11;3.58
55.31;19.85;-6.06;3.6
55.32;19.85;-6.03;3.62
55.33;19.85;-6;3.64
55.33;19.85;-5.99;3.65
55.34;19.85;-5.99;3.65
55.35;19.85;-6.01;3.64
55.36;19.85;-6.05;3.62
55.37;19.85;-6.1;3.58
55.38;19.85;-6.17;3.53
55.39;19.85;-6.24;3.46
55.4;19.85;-6.33;3.37
55.41;19.85;-6.42;3.24
55.42;19.85;-6.5;3.06
55.42;19.85;-6.57;2.84
55.43;19.85;-6.58;2.55
55.44;19.85;-6.49;2.18
55.45;19.85;-6.2;1.71
55.46;19.85;-5.51;1.13
54.63;19.87;-3.97;0.5
54.64;19.87;-3.63;1.27
54.65;19.87;-3.52;1.74
54.66;19.87;-8.22;1.84
54.67;19.87;-8.76;1.79
54.68;19.87;-8.74;1.89
54.69;19.87;-8.8;1.99
54.7;19.87;-8.71;2.11
54.7;19.87;-8.6;2.19
54.71;19.87;-8.54;2.24
54.72;19.87;-8.56;2.29
54.73;19.87;-8.57;2.35
54.74;19.87;-8.57;2.41
54.75;19.87;-8.56;2.46
54.76;19.87;-8.55;2.49
54.77;19.87;-8.54;2.51
54.78;19.87;-8.54;2.53
54.79;19.87;-8.52;2.55
54.79;19.87;-8.51;2.57
54.8;19.87;-8.48;2.58
54.81;19.87;-8.45;2.58
54.82;19.87;-8.41;2.58
54.83;19.87;-8.36;2.57
54.84;19.87;-8.33;2.53
54.85;19.87;-8.32;2.49
54.86;19.87;-8.33;2.45
54.87;19.87;-8.32;2.41
54.88;19.87;-8.3;2.38
54.88;19.87;-8.28;2.36
54.89;19.87;-8.33;2.37
54.9;19.87;-8.34;2.43
54.91;19.87;-8.33;2.48
54.92;19.87;-8.3;2.54
54.93;19.87;-8.24;2.62
54.94;19.87;-8.14;2.73
54.95;19.87;-8.04;2.84
54.96;19.87;-7.95;2.93
54.97;19.87;-7.86;3.02
54.97;19.87;-7.77;3.1
54.98;19.87;-7.69;3.16
54.99;19.87;-7.6;3.22
55;19.87;-7.5;3.28
55.01;19.87;-7.4;3.32
55.02;19.87;-7.3;3.36
55.03;19.87;-7.21;3.4
55.04;19.87;-7.11;3.43
55.05;19.87;-7.01;3.47
55.06;19.87;-6.93;3.49
55.06;19.87;-6.85;3.52
55.07;19.87;-6.77;3.54
55.08;19.87;-6.71;3.55
55.09;19.87;-6.65;3.56
55.1;19.87;-6.61;3.57
55.11;19.87;-6.57;3.58
55.12;19.87;-6.55;3.57
55.13;19.87;-6.54;3.57
55.14;19.87;-6.53;3.56
55.15;19.87;-6.52;3.55
55.15;19.87;-6.51;3.54
55.16;19.87;-6.51;3.53
55.17;19.87;-6.51;3.53
55.18;19.87;-6.5;3.52
55.19;19.87;-6.5;3.51
55.2;19.87;-6.5;3.5
55.21;19.87;-6.49;3.49
55.22;19.87;-6.48;3.48
55.23;19.87;-6.47;3.48
55.24;19.87;-6.45;3.47
55.24;19.87;-6.43;3.47
55.25;19.87;-6.39;3.48
55.26;19.87;-6.35;3.49
55.27;19.87;-6.3;3.51
55.28;19.87;-6.25;3.53
55.29;19.87;-6.2;3.55
55.3;19.87;-6.15;3.57
55.31;19.87;-6.11;3.59
55.32;19.87;-6.07;3.61
55.33;19.87;-6.04;3.63
55.33;19.87;-6.03;3.64
55.34;19.87;-6.03;3.65
55.35;19.87;-6.05;3.64
55.36;19.87;-6.08;3.62
55.37;19.87;-6.13;3.59
55.38;19.87;-6.19;3.54
55.39;19.87;-6.27;3.47
55.4;19.87;-6.36;3.37
55.41;19.87;-6.44;3.24
55.42;19.87;-6.53;3.07
55.42;19.87;-6.59;2.85
55.43;19.87;-6.6;2.56
55.44;19.87;-6.5;2.19
55.45;19.87;-6.22;1.72
55.46;19.87;-5.53;1.13
54.66;19.89;-3.99;0.69
54.67;19.89;-8.67;1.52
54.68;19.89;-8.22;1.69
54.69;19.89;-8.69;1.81
54.7;19.89;-8.53;1.95
54.7;19.89;-8.34;2.02
54.71;19.89;-8.27;2.05
54.72;19.89;-8.42;2.09
54.73;19.89;-8.49;2.16
54.74;19.89;-8.54;2.24
54.75;19.89;-8.54;2.31
54.76;19.89;-8.53;2.35
54.77;19.89;-8.53;2.37
54.78;19.89;-8.54;2.39
54.79;19.89;-8.55;2.42
54.79;19.89;-8.54;2.44
54.8;19.89;-8.5;2.46
54.81;19.89;-8.46;2.47
54.82;19.89;-8.4;2.47
54.83;19.89;-8.32;2.46
54.84;19.89;-8.24;2.42
54.85;19.89;-8.24;2.36
54.86;19.89;-8.31;2.31
54.87;19.89;-8.32;2.28
54.88;19.89;-8.24;2.2
54.88;19.89;-8.16;2.1
54.89;19.89;-8.4;2.07
54.9;19.89;-8.46;2.16
54.91;19.89;-8.4;2.28
54.92;19.89;-8.36;2.36
54.93;19.89;-8.32;2.44
54.94;19.89;-8.24;2.55
54.95;19.89;-8.16;2.67
54.96;19.89;-8.07;2.78
54.97;19.89;-7.98;2.89
54.97;19.89;-7.89;3
54.98;19.89;-7.8;3.09
54.99;19.89;-7.7;3.17
55;19.89;-7.6;3.23
55.01;19.89;-7.5;3.29
55.02;19.89;-7.39;3.33
55.03;19.89;-7.29;3.38
55.04;19.89;-7.18;3.42
55.05;19.89;-7.08;3.45
55.06;19.89;-6.99;3.48
55.06;19.89;-6.9;3.51
55.07;19.89;-6.82;3.53
55.08;19.89;-6.75;3.55
55.09;19.89;-6.69;3.56
55.1;19.89;-6.64;3.57
55.11;19.89;-6.6;3.58
55.12;19.89;-6.57;3.58
55.13;19.89;-6.56;3.57
55.14;19.89;-6.55;3.56
55.15;19.89;-6.54;3.55
55.15;19.89;-6.54;3.54
55.16;19.89;-6.53;3.54
55.17;19.89;-6.53;3.53
55.18;19.89;-6.53;3.52
55.19;19.89;-6.52;3.51
55.2;19.89;-6.52;3.51
55.21;19.89;-6.51;3.5
55.22;19.89;-6.5;3.49
55.23;19.89;-6.49;3.49
55.24;19.89;-6.47;3.48
55.24;19.89;-6.45;3.48
55.25;19.89;-6.42;3.48
55.26;19.89;-6.38;3.49
55.27;19.89;-6.34;3.51
55.28;19.89;-6.29;3.52
55.29;19.89;-6.24;3.54
55.3;19.89;-6.19;3.56
55.31;19.89;-6.15;3.58
55.32;19.89;-6.11;3.6
55.33;19.89;-6.09;3.62
55.33;19.89;-6.07;3.63
55.34;19.89;-6.07;3.64
55.35;19.89;-6.08;3.64
55.36;19.89;-6.11;3.62
55.37;19.89;-6.16;3.59
55.38;19.89;-6.22;3.54
55.39;19.89;-6.3;3.47
55.4;19.89;-6.38;3.38
55.41;19.89;-6.47;3.25
55.42;19.89;-6.55;3.08
55.42;19.89;-6.61;2.85
55.43;19.89;-6.61;2.56
55.44;19.89;-6.52;2.19
55.45;19.89;-6.23;1.72
55.46;19.89;-5.53;1.14
54.67;19.9;-4.32;0.62
54.68;19.9;-3.91;1.5
54.69;19.9;-8.62;1.77
54.7;19.9;-7.96;1.78
54.7;19.9;-7.58;1.83
54.71;19.9;-7.46;1.85
54.72;19.9;-8.14;1.9
54.73;19.9;-8.27;1.99
54.74;19.9;-8.43;2.07
54.75;19.9;-8.46;2.15
54.76;19.9;-8.44;2.2
54.77;19.9;-8.43;2.23
54.78;19.9;-8.46;2.24
54.79;19.9;-8.53;2.26
54.79;19.9;-8.53;2.29
54.8;19.9;-8.48;2.31
54.81;19.9;-8.41;2.31
54.82;19.9;-8.34;2.32
54.83;19.9;-8.2;2.33
54.84;19.9;-7.97;2.28
54.85;19.9;-7.99;2.19
54.86;19.9;-8.2;2.13
54.87;19.9;-8.22;2.14
54.88;19.9;-7.46;2.02
54.88;19.9;-7.39;1.83
54.89;19.9;-8.37;1.85
54.9;19.9;-8.51;1.95
54.91;19.9;-8.32;1.99
54.92;19.9;-8.31;2.06
54.93;19.9;-8.37;2.2
54.94;19.9;-8.3;2.34
